,Locations,Prices,Floor,Area,Rooms,Rent
20004,Nərimanov r.,255000,16/23 ,135.0,4.0,0.0
20005,Mərdəkan q.,255000,,220.0,,0.0
20006,Xətai r.,100000,3/16 ,85.0,2.0,0.0
20007,Nərimanov r.,310500,10/20 ,230.0,4.0,0.0
20008,Əhmədli m.,40000,,200.0,,0.0
20009,8-ci mikrorayon q.,270000,5/17 ,163.0,3.0,0.0
20010,Azadlıq Prospekti m.,67000,4/5 ,32.0,1.0,0.0
20011,Masazır q.,59000,5/13 ,84.0,3.0,0.0
20012,Nərimanov r.,165000,6/17 ,98.0,3.0,0.0
20013,Gənclik m.,480000,2/12 ,190.0,4.0,0.0
20014,Yeni Yasamal q.,120000,9/20 ,105.0,3.0,0.0
20015,Nərimanov r.,129000,16/17 ,55.0,2.0,0.0
20016,Nəsimi r.,365000,5/17 ,170.0,4.0,0.0
20017,Nəsimi r.,66500,4/5 ,34.0,1.0,0.0
20018,Şabran,290000,,51000.0,,0.0
20019,İnşaatçılar m.,200000,8/16 ,109.0,3.0,0.0
20020,Xırdalan,120000,2/5 ,114.0,3.0,0.0
20021,7-ci mikrorayon q.,12500,1/2 ,22.0,1.0,0.0
20022,Nəsimi m.,1050000,,650.0,8.0,0.0
20023,Xırdalan,70000,3/5 ,75.0,3.0,0.0
20024,Nəsimi r.,118000,4/17 ,80.0,2.0,0.0
20025,Şəki,158000,,200.0,7.0,0.0
20026,Nəsimi r.,215000,4/16 ,135.0,4.0,0.0
20027,İnşaatçılar m.,260000,,160.0,,0.0
20028,Sumqayıt,500000,,175.5,,0.0
20029,Qaraçuxur q.,250000,,1889.0,6.0,0.0
20030,Xırdalan,74100,11/16 ,95.0,2.0,0.0
20031,Məmmədli q.,67000,,100.0,,0.0
20032,Memar Əcəmi m.,165000,9/18 ,97.0,3.0,0.0
20033,Şüvəlan q.,126000,,1380.0,,0.0
20034,Gənclik m.,186000,12/15 ,110.0,2.0,0.0
20035,Xətai r.,156500,11/17 ,106.0,4.0,0.0
20036,Memar Əcəmi m.,116000,4/5 ,65.0,3.0,0.0
20037,Neftçilər m.,115000,10/13 ,66.0,2.0,0.0
20038,Nəriman Nərimanov m.,185000,6/18 ,180.0,4.0,0.0
20039,Quba,450000,,390.0,7.0,0.0
20040,Yasamal r.,1000000,,500.0,,0.0
20041,Yeni Yasamal q.,168000,8/14 ,120.0,3.0,0.0
20042,Nəsimi r.,220000,6/15 ,165.0,4.0,0.0
20043,Qara Qarayev m.,183000,13/16 ,122.0,3.0,0.0
20044,Nəsimi r.,80000,1/2 ,60.0,2.0,0.0
20045,Memar Əcəmi m.,135000,16/17 ,100.0,3.0,0.0
20046,8 Noyabr m.,215000,15/17 ,138.0,3.0,0.0
20047,Nəsimi r.,375000,7/15 ,180.0,4.0,0.0
20048,Sahil m.,115000,1/1 ,60.0,2.0,0.0
20049,Nəsimi r.,275000,14/18 ,140.0,3.0,0.0
20050,Nəriman Nərimanov m.,125000,4/9 ,60.0,3.0,0.0
20051,Nəriman Nərimanov m.,116500,3/17 ,93.0,2.0,0.0
20052,9-cu mikrorayon q.,169000,,430.0,,0.0
20053,Şah İsmayıl Xətai m.,108000,5/16 ,46.9,2.0,0.0
20054,Nəsimi r.,192000,6/14 ,127.8,3.0,0.0
20055,8 Noyabr m.,175000,11/17 ,111.0,2.0,0.0
20056,8-ci kilometr q.,105000,12/14 ,80.0,2.0,0.0
20057,28 May q.,52000,,200.0,5.0,0.0
20058,Nərimanov r.,158000,10/16 ,100.0,2.0,0.0
20059,Nərimanov r.,233000,15/18 ,135.0,4.0,0.0
20060,Nəriman Nərimanov m.,63000,2/9 ,34.0,2.0,0.0
20061,Nəriman Nərimanov m.,190000,9/16 ,110.0,3.0,0.0
20062,Elmlər Akademiyası m.,313000,12/18 ,141.0,3.0,0.0
20063,Hövsan q.,57000,4/9 ,44.0,2.0,0.0
20064,Səbail r.,265000,8/18 ,260.0,2.0,0.0
20065,Əhmədli q.,65000,,130.0,,0.0
20066,Nəriman Nərimanov m.,122000,9/9 ,78.0,3.0,0.0
20067,Yeni Yasamal q.,850000,,1200.0,,0.0
20068,Nərimanov r.,82000,5/5 ,54.0,2.0,0.0
20069,Binəqədi q.,54000,,150.0,3.0,0.0
20070,Elmlər Akademiyası m.,350000,13/15 ,186.0,4.0,0.0
20071,Masazır q.,50500,8/8 ,43.6,2.0,0.0
20072,28 May m.,134000,5/18 ,60.0,2.0,0.0
20073,Əhmədli q.,94000,3/19 ,60.0,2.0,0.0
20074,Yeni Yasamal q.,145000,14/17 ,125.0,4.0,0.0
20075,Nəsimi r.,240000,2/5 ,100.0,3.0,0.0
20076,Abşeron r.,46000,8/10 ,50.0,2.0,0.0
20077,Elmlər Akademiyası m.,230000,,18.0,,0.0
20078,7-ci mikrorayon q.,95000,5/5 ,67.0,3.0,0.0
20079,Şah İsmayıl Xətai m.,295000,5/7 ,145.0,4.0,0.0
20080,Sumqayıt,175000,,220.0,5.0,0.0
20081,8 Noyabr m.,160000,9/16 ,133.0,3.0,0.0
20082,Avtovağzal m.,1900000,,10000.0,,0.0
20083,Nərimanov r.,75000,,93.0,4.0,0.0
20084,Yeni Yasamal q.,130000,15/21 ,105.0,3.0,0.0
20085,Nəriman Nərimanov m.,116000,3/4 ,62.0,3.0,0.0
20086,8 Noyabr m.,95000,17/17 ,60.0,2.0,0.0
20087,8-ci kilometr q.,164000,5/5 ,120.0,5.0,0.0
20088,Nərimanov r.,177000,8/16 ,122.0,3.0,0.0
20089,Nəriman Nərimanov m.,165000,3/5 ,85.0,3.0,0.0
20090,Sahil m.,320000,,54.0,,0.0
20091,Neftçilər m.,100000,3/9 ,84.0,3.0,0.0
20092,Nəriman Nərimanov m.,137000,7/18 ,81.0,3.0,0.0
20093,Nərimanov r.,138000,4/17 ,95.0,2.0,0.0
20094,Gənclik m.,92000,9/10 ,60.0,2.0,0.0
20095,Yeni Yasamal q.,124000,17/20 ,90.0,2.0,0.0
20096,Nəriman Nərimanov m.,244000,9/18 ,130.0,3.0,0.0
20097,Nəsimi r.,650000,16/17 ,530.0,8.0,0.0
20098,8 Noyabr m.,99000,1/9 ,54.0,2.0,0.0
20099,Nərimanov r.,210000,13/17 ,110.0,3.0,0.0
20100,Nəriman Nərimanov m.,133000,16/19 ,91.0,2.0,0.0
20101,Dərnəgül m.,131000,18/20 ,96.0,3.0,0.0
20102,Badamdar q.,115000,1/5 ,83.2,3.0,0.0
20103,Həzi Aslanov q.,165000,15/19 ,100.0,3.0,0.0
20104,Nərimanov r.,103000,12/17 ,71.0,1.0,0.0
20105,Qara Qarayev m.,115000,1/16 ,100.0,3.0,0.0
20106,Nəsimi r.,145000,5/16 ,70.0,2.0,0.0
20107,Göyçay,137000,,300.0,7.0,0.0
20108,Elmlər Akademiyası m.,295000,5/16 ,140.0,3.0,0.0
20109,Bakıxanov q.,240000,,200.0,4.0,0.0
20110,Yasamal r.,170000,3/17 ,110.0,2.0,0.0
20111,Mərdəkan q.,330000,,200.0,,0.0
20112,Massiv D q.,105500,4/9 ,105.0,5.0,0.0
20113,Xırdalan,75000,,100.0,4.0,0.0
20114,İçəri Şəhər m.,165000,3/5 ,80.0,3.0,0.0
20115,Masazır q.,66000,4/9 ,66.0,2.0,0.0
20116,Nəsimi r.,700000,,315.0,,0.0
20117,Şah İsmayıl Xətai m.,235000,12/16 ,140.0,3.0,0.0
20118,Həzi Aslanov m.,12700,,20.0,,0.0
20119,Mehdiabad q.,40000,,400.0,,0.0
20120,Nərimanov r.,107000,3/5 ,70.0,3.0,0.0
20121,Məmmədli q.,48000,,100.0,3.0,0.0
20122,Yasamal r.,210000,8/8 ,115.0,5.0,0.0
20123,Şüvəlan q.,100000,,600.0,,0.0
20124,Memar Əcəmi m.,85000,3/5 ,70.0,2.0,0.0
20125,Elmlər Akademiyası m.,205000,3/16 ,120.0,3.0,0.0
20126,Nəsimi r.,315000,15/20 ,190.0,4.0,0.0
20127,Nərimanov r.,135000,8/8 ,71.0,1.0,0.0
20128,Memar Əcəmi m.,189000,9/18 ,122.8,3.0,0.0
20129,Nərimanov r.,312000,10/17 ,220.0,4.0,0.0
20130,Zabrat q.,26000,,80.0,3.0,0.0
20131,Nardaran q.,30000,,1100.0,,0.0
20132,Mehdiabad q.,80000,,264.0,7.0,0.0
20133,Həzi Aslanov m.,117000,10/16 ,85.0,2.0,0.0
20134,Mərdəkan q.,220000,,1250.0,,0.0
20135,Yeni Yasamal q.,92000,15/17 ,55.0,2.0,0.0
20136,Nəsimi m.,165000,4/14 ,110.0,3.0,0.0
20137,Nizami m.,80000,4/5 ,39.0,1.0,0.0
20138,Şah İsmayıl Xətai m.,205000,9/15 ,137.0,3.0,0.0
20139,Həzi Aslanov q.,79000,7/16 ,50.0,2.0,0.0
20140,Azadlıq Prospekti m.,108000,1/9 ,118.0,3.0,0.0
20141,Yasamal r.,68000,2/5 ,50.0,2.0,0.0
20142,Mərdəkan q.,400000,,250.0,,0.0
20143,Sulutəpə q.,130000,,135.0,,0.0
20144,9-cu mikrorayon q.,116000,9/9 ,110.0,4.0,0.0
20145,Qala q.,15000,,600.0,,0.0
20146,Buzovna q.,2000000,,4000.0,,0.0
20147,Xırdalan,39500,10/12 ,53.0,1.0,0.0
20148,Şah İsmayıl Xətai m.,197200,12/20 ,136.0,3.0,0.0
20149,Həzi Aslanov m.,115000,2/16 ,82.0,3.0,0.0
20150,Şah İsmayıl Xətai m.,99000,12/20 ,68.2,1.0,0.0
20151,Nərimanov r.,125000,13/16 ,70.0,2.0,0.0
20152,Nəsimi r.,105000,3/20 ,61.0,2.0,0.0
20153,Gənclik m.,175000,9/9 ,108.0,2.0,0.0
20154,Nizami m.,300000,2/10 ,175.0,4.0,0.0
20155,Bakıxanov q.,84000,18/20 ,67.0,2.0,0.0
20156,Şah İsmayıl Xətai m.,139200,12/20 ,96.0,2.0,0.0
20157,Səbail r.,175000,9/9 ,65.0,2.0,0.0
20158,Nizami m.,170000,4/16 ,83.0,2.0,0.0
20159,Elmlər Akademiyası m.,166000,4/17 ,110.0,3.0,0.0
20160,Nəsimi r.,770000,,110.0,,0.0
20161,Şah İsmayıl Xətai m.,165000,1/4 ,66.0,2.0,0.0
20162,Qara Qarayev m.,104000,8/17 ,85.0,2.0,0.0
20163,Qara Qarayev m.,189000,12/18 ,126.0,3.0,0.0
20164,Nəsimi r.,1700000,,680.0,,0.0
20165,Qazax,55000,1/5 ,100.0,3.0,0.0
20166,Elmlər Akademiyası m.,230000,12/17 ,96.0,3.0,0.0
20167,Masazır q.,60000,5/5 ,72.0,3.0,0.0
20168,İnşaatçılar m.,183600,18/21 ,153.0,4.0,0.0
20169,Bakıxanov q.,88000,5/5 ,68.0,3.0,0.0
20170,Şah İsmayıl Xətai m.,260000,12/17 ,138.0,3.0,0.0
20171,Nəsimi r.,2500000,,400.0,,0.0
20172,Əhmədli q.,86000,1/20 ,83.0,2.0,0.0
20173,İnşaatçılar m.,303000,5/20 ,154.0,3.0,0.0
20174,Nərimanov r.,199000,18/20 ,100.0,3.0,0.0
20175,Xalqlar Dostluğu m.,100000,7/9 ,75.0,3.0,0.0
20176,Masazır q.,45500,6/7 ,41.0,1.0,0.0
20177,Əhmədli m.,218000,,55.0,,0.0
20178,Həzi Aslanov q.,154000,8/21 ,155.0,4.0,0.0
20179,Elmlər Akademiyası m.,160000,17/22 ,57.0,2.0,0.0
20180,Nərimanov r.,172380,14/17 ,111.0,3.0,0.0
20181,Nərimanov r.,120000,5/15 ,55.0,2.0,0.0
20182,Buzovna q.,135000,,130.0,,0.0
20183,Nərimanov r.,74500,4/5 ,33.0,1.0,0.0
20184,Yasamal r.,133000,1/5 ,120.0,4.0,0.0
20185,Elmlər Akademiyası m.,275000,8/17 ,125.0,3.0,0.0
20186,Nərimanov r.,180000,9/17 ,121.9,3.0,0.0
20187,Yeni Ramana q.,185000,,116.0,3.0,0.0
20188,Bilgəh q.,210000,,240.0,,0.0
20189,Nəsimi r.,105000,6/9 ,60.0,2.0,0.0
20190,Sumqayıt,24000,,16.0,,0.0
20191,Nərimanov r.,128000,3/5 ,75.0,3.0,0.0
20192,Elmlər Akademiyası m.,245000,12/17 ,100.0,3.0,0.0
20193,Nizami m.,80000,4/5 ,39.0,1.0,0.0
20194,İnşaatçılar m.,106000,13/19 ,55.0,2.0,0.0
20195,Həzi Aslanov m.,125000,9/16 ,93.0,3.0,0.0
20196,Zabrat q.,135000,,310.0,6.0,0.0
20197,28 May m.,420000,4/18 ,170.0,4.0,0.0
20198,Yasamal r.,142000,1/9 ,114.0,4.0,0.0
20199,7-ci mikrorayon q.,58000,3/5 ,35.0,2.0,0.0
20200,Şah İsmayıl Xətai m.,220000,16/24 ,192.0,4.0,0.0
20201,Nəriman Nərimanov m.,157000,10/16 ,92.0,2.0,0.0
20202,Nəsimi r.,999000,21/22 ,340.0,5.0,0.0
20203,İnşaatçılar m.,132300,16/16 ,98.0,2.0,0.0
20204,Şüvəlan q.,150000,,2200.0,,0.0
20205,Yeni Yasamal q.,110000,15/16 ,75.0,2.0,0.0
20206,Bakıxanov q.,120000,1/5 ,65.0,3.0,0.0
20207,Yasamal r.,179000,5/9 ,100.0,4.0,0.0
20208,Şüvəlan q.,260000,,200.0,,0.0
20209,Buzovna q.,140000,,140.0,,0.0
20210,Sahil m.,623500,7/16 ,215.0,4.0,0.0
20211,Şah İsmayıl Xətai m.,258000,6/7 ,144.0,3.0,0.0
20212,Yeni Yasamal q.,55000,11/12 ,60.0,2.0,0.0
20213,Azadlıq Prospekti m.,130000,2/15 ,88.0,3.0,0.0
20214,8 Noyabr m.,375000,12/18 ,210.0,4.0,0.0
20215,Memar Əcəmi m.,80000,4/5 ,40.0,3.0,0.0
20216,Azadlıq Prospekti m.,138000,8/10 ,80.0,3.0,0.0
20217,Azadlıq Prospekti m.,155000,3/9 ,100.0,4.0,0.0
20218,8-ci mikrorayon q.,165000,9/9 ,120.0,5.0,0.0
20219,Saray q.,70000,,100.0,3.0,0.0
20220,Sahil m.,391500,7/16 ,135.0,3.0,0.0
20221,9-cu mikrorayon q.,68000,6/9 ,50.0,1.0,0.0
20222,28 May m.,440000,8/16 ,165.0,4.0,0.0
20223,Həzi Aslanov m.,145000,2/19 ,126.0,3.0,0.0
20224,Yeni Yasamal q.,108000,17/18 ,86.0,2.0,0.0
20225,Mərdəkan q.,96000,,800.0,,0.0
20226,Şah İsmayıl Xətai m.,169000,12/17 ,90.0,3.0,0.0
20227,Nərimanov r.,116250,3/18 ,93.0,2.0,0.0
20228,Yeni Yasamal q.,125000,11/11 ,96.0,2.0,0.0
20229,İnşaatçılar m.,147000,12/19 ,89.0,2.0,0.0
20230,Nərimanov r.,65000,6/14 ,65.0,1.0,0.0
20231,Sahil m.,275500,7/16 ,95.0,2.0,0.0
20232,Mehdiabad q.,10000,,200.0,,0.0
20233,Şah İsmayıl Xətai m.,680000,2/17 ,196.0,3.0,0.0
20234,Mərdəkan q.,230000,,1800.0,,0.0
20235,Sabunçu r.,90000,,150.0,5.0,0.0
20236,Nəriman Nərimanov m.,147000,10/16 ,109.0,2.0,0.0
20237,Nərimanov r.,198000,16/19 ,125.5,3.0,0.0
20238,Masazır q.,59500,3/12 ,55.0,2.0,0.0
20239,Mərdəkan q.,300000,,230.0,,0.0
20240,Memar Əcəmi m.,200000,3/11 ,138.0,3.0,0.0
20241,Nərimanov r.,135000,8/9 ,80.0,3.0,0.0
20242,8 Noyabr m.,180000,8/20 ,100.0,2.0,0.0
20243,İçəri Şəhər m.,376600,3/16 ,134.5,2.0,0.0
20244,Səngəçal q.,120000,,101.0,4.0,0.0
20245,Yeni Yasamal q.,118000,8/20 ,112.0,3.0,0.0
20246,Həzi Aslanov m.,80000,15/16 ,51.0,1.0,0.0
20247,Nəriman Nərimanov m.,190000,14/18 ,106.0,3.0,0.0
20248,Yeni Yasamal q.,156000,8/11 ,120.0,3.0,0.0
20249,Binəqədi r.,73000,5/9 ,42.0,2.0,0.0
20250,Şah İsmayıl Xətai m.,310000,8/19 ,126.0,3.0,0.0
20251,Əhmədli q.,82000,4/18 ,55.0,2.0,0.0
20252,28 May m.,173000,6/9 ,62.0,2.0,0.0
20253,Nərimanov r.,182000,13/16 ,135.0,3.0,0.0
20254,Həzi Aslanov q.,105000,2/17 ,80.0,2.0,0.0
20255,Nizami m.,80000,4/5 ,32.0,1.0,0.0
20256,Şüvəlan q.,75000,,700.0,,0.0
20257,Əhmədli q.,113000,7/9 ,95.0,3.0,0.0
20258,Məmmədli q.,55000,2/5 ,65.0,2.0,0.0
20259,Nardaran q.,30000,,1200.0,,0.0
20260,28 May m.,380000,10/16 ,160.0,3.0,0.0
20261,Nəsimi r.,290000,14/18 ,176.3,4.0,0.0
20262,Qara Qarayev m.,155000,12/14 ,113.2,3.0,0.0
20263,Şah İsmayıl Xətai m.,210000,11/19 ,85.0,3.0,0.0
20264,Xırdalan,60000,1/17 ,58.0,2.0,0.0
20265,Bakıxanov q.,95000,8/9 ,65.0,3.0,0.0
20266,Xətai r.,88000,8/9 ,75.0,3.0,0.0
20267,Nəsimi r.,410000,14/17 ,180.0,4.0,0.0
20268,Şüvəlan q.,66000,,1200.0,,0.0
20269,Memar Əcəmi m.,440000,15/17 ,235.0,5.0,0.0
20270,Nəsimi r.,310000,10/16 ,185.0,4.0,0.0
20271,Nərimanov r.,214900,13/15 ,108.0,3.0,0.0
20272,Qara Qarayev m.,136000,10/17 ,92.0,3.0,0.0
20273,Qara Qarayev m.,144000,8/12 ,108.0,3.0,0.0
20274,Elmlər Akademiyası m.,150000,4/5 ,67.0,3.0,0.0
20275,Elmlər Akademiyası m.,215000,14/17 ,108.0,3.0,0.0
20276,Əhmədli m.,147000,5/5 ,90.0,2.0,0.0
20277,Şah İsmayıl Xətai m.,95000,3/19 ,60.0,2.0,0.0
20278,Yasamal r.,116450,14/18 ,137.0,3.0,0.0
20279,Həzi Aslanov q.,98000,15/15 ,92.0,3.0,0.0
20280,8 Noyabr m.,145000,8/9 ,140.0,5.0,0.0
20281,Nəsimi r.,450000,16/17 ,350.0,5.0,0.0
20282,28 May m.,230000,9/16 ,165.0,3.0,0.0
20283,Badamdar q.,95000,,200.0,,0.0
20284,Həzi Aslanov q.,135000,13/18 ,100.0,2.0,0.0
20285,Həzi Aslanov m.,95000,11/16 ,65.0,2.0,0.0
20286,Xətai r.,125000,2/15 ,103.0,3.0,0.0
20287,Nəriman Nərimanov m.,300000,2/16 ,130.0,4.0,0.0
20288,Şüvəlan q.,84000,,1200.0,,0.0
20289,Həzi Aslanov m.,95000,9/9 ,70.0,3.0,0.0
20290,Xətai r.,300000,4/6 ,164.0,4.0,0.0
20291,Nizami m.,128000,8/14 ,64.0,1.0,0.0
20292,Nəriman Nərimanov m.,88400,3/17 ,68.0,1.0,0.0
20293,7-ci mikrorayon q.,87000,13/17 ,53.0,2.0,0.0
20294,Azadlıq Prospekti m.,1200000,,1180.0,2.0,0.0
20295,Səbail r.,935000,8/30 ,187.0,4.0,0.0
20296,Nərimanov r.,151800,4/12 ,138.0,3.0,0.0
20297,Yeni Günəşli q.,127000,10/12 ,127.0,3.0,0.0
20298,Neftçilər m.,94000,3/5 ,65.0,3.0,0.0
20299,Nəriman Nərimanov m.,290000,9/16 ,132.0,3.0,0.0
20300,Quba,299000,,253.3,6.0,0.0
20301,Sahil m.,612000,6/30 ,113.0,3.0,0.0
20302,Gənclik m.,187000,12/16 ,110.0,2.0,0.0
20303,Həzi Aslanov m.,108000,15/17 ,63.0,2.0,0.0
20304,Bakıxanov q.,71000,17/19 ,83.0,2.0,0.0
20305,Yasamal r.,230000,13/27 ,177.0,4.0,0.0
20306,Nəsimi r.,315000,16/18 ,142.0,4.0,0.0
20307,Nəsimi r.,158000,3/17 ,80.0,2.0,0.0
20308,Digah q.,24000,,600.0,,0.0
20309,Şağan q.,425000,,560.0,,0.0
20310,Elmlər Akademiyası m.,341000,10/19 ,155.0,3.0,0.0
20311,Şəmkir,120000,,85000.0,,0.0
20312,Memar Əcəmi m.,69000,5/5 ,50.0,2.0,0.0
20313,Əhmədli q.,86000,1/20 ,84.0,2.0,0.0
20314,Şah İsmayıl Xətai m.,129500,2/5 ,80.0,3.0,0.0
20315,Mərdəkan q.,268000,,200.0,,0.0
20316,8-ci kilometr q.,212000,12/19 ,141.0,4.0,0.0
20317,Yeni Yasamal q.,105000,6/18 ,80.0,3.0,0.0
20318,Nərimanov r.,44000,18/18 ,68.0,2.0,0.0
20319,Sumqayıt,82000,5/5 ,82.0,3.0,0.0
20320,Nəsimi r.,140000,3/5 ,60.0,2.0,0.0
20321,Sahil m.,583000,16/21 ,217.0,4.0,0.0
20322,Nəsimi r.,218000,5/16 ,114.0,3.0,0.0
20323,8-ci kilometr q.,185000,15/19 ,140.0,3.0,0.0
20324,28 May m.,195000,4/16 ,100.0,3.0,0.0
20325,Əhmədli q.,120000,6/20 ,110.0,3.0,0.0
20326,Nəsimi r.,245000,10/14 ,165.0,3.0,0.0
20327,Koroğlu m.,87000,12/14 ,75.0,2.0,0.0
20328,Yasamal q.,155600,5/17 ,96.0,3.0,0.0
20329,Nəsimi r.,455000,11/17 ,202.0,4.0,0.0
20330,8 Noyabr m.,116900,7/24 ,65.0,1.0,0.0
20331,Şah İsmayıl Xətai m.,125000,10/16 ,82.0,2.0,0.0
20332,Yasamal r.,310000,15/23 ,153.0,3.0,0.0
20333,Nəriman Nərimanov m.,159000,12/18 ,58.0,2.0,0.0
20334,Elmlər Akademiyası m.,230000,12/18 ,95.0,2.0,0.0
20335,İnşaatçılar m.,127000,2/5 ,75.0,3.0,0.0
20336,Nərimanov r.,175000,10/15 ,96.0,3.0,0.0
20337,Nəriman Nərimanov m.,123000,16/16 ,91.0,2.0,0.0
20338,Bilgəh q.,105000,,210.0,,0.0
20339,Nəriman Nərimanov m.,345000,8/17 ,230.0,4.0,0.0
20340,Zığ q.,72000,,500.0,,0.0
20341,Azadlıq Prospekti m.,65000,5/5 ,45.0,1.0,0.0
20342,28 May m.,209000,2/4 ,100.0,4.0,0.0
20343,Mərdəkan q.,375000,,2500.0,,0.0
20344,28 May m.,85000,3/5 ,35.0,1.0,0.0
20345,Elmlər Akademiyası m.,310000,8/18 ,130.0,3.0,0.0
20346,Elmlər Akademiyası m.,285000,16/17 ,137.0,3.0,0.0
20347,Yasamal r.,1555000,15/20 ,685.0,0.0,0.0
20348,İnşaatçılar m.,129000,15/16 ,82.0,2.0,0.0
20349,Nəsimi r.,192000,6/14 ,128.0,3.0,0.0
20350,Xalqlar Dostluğu m.,60000,,120.0,,0.0
20351,Masazır q.,51000,9/9 ,92.0,3.0,0.0
20352,Xətai r.,99000,7/17 ,75.0,2.0,0.0
20353,Səbail r.,127000,15/18 ,91.0,3.0,0.0
20354,Sahil m.,810000,6/21 ,200.0,4.0,0.0
20355,Mərdəkan q.,375000,,2500.0,,0.0
20356,Nəriman Nərimanov m.,122000,4/4 ,65.0,3.0,0.0
20357,Şüvəlan q.,260000,,180.0,,0.0
20358,Sabunçu r.,39000,,600.0,,0.0
20359,Xəzər r.,1800000,,1400.0,0.0,0.0
20360,İçəri Şəhər m.,185000,3/3 ,72.0,3.0,0.0
20361,9-cu mikrorayon q.,160000,10/18 ,105.0,3.0,0.0
20362,Elmlər Akademiyası m.,205000,9/19 ,96.0,2.0,0.0
20363,Həzi Aslanov m.,127000,3/15 ,91.0,2.0,0.0
20364,Şah İsmayıl Xətai m.,250000,8/18 ,114.0,2.0,0.0
20365,8-ci mikrorayon q.,132000,5/9 ,85.0,3.0,0.0
20366,Nəriman Nərimanov m.,62000,2/9 ,50.0,2.0,0.0
20367,Gənclik m.,149000,8/9 ,70.0,3.0,0.0
20368,9-cu mikrorayon q.,125000,15/17 ,94.0,2.0,0.0
20369,İnşaatçılar m.,310000,12/17 ,181.0,4.0,0.0
20370,Nəsimi r.,155000,16/17 ,90.0,2.0,0.0
20371,Xırdalan,82000,2/6 ,77.0,3.0,0.0
20372,Elmlər Akademiyası m.,668000,11/18 ,334.0,4.0,0.0
20373,20 Yanvar m.,85000,8/17 ,52.0,2.0,0.0
20374,28 May m.,253000,7/20 ,143.0,3.0,0.0
20375,Elmlər Akademiyası m.,1000000,11/18 ,255.0,4.0,0.0
20376,Mərdəkan q.,135000,,1350.0,,0.0
20377,8 Noyabr m.,150000,3/20 ,136.0,3.0,0.0
20378,Mərdəkan q.,220000,,160.0,,0.0
20379,Binə q.,47000,,120.0,4.0,0.0
20380,Memar Əcəmi m.,228000,4/18 ,127.0,3.0,0.0
20381,20 Yanvar m.,215000,10/27 ,147.0,3.0,0.0
20382,Yasamal r.,440000,13/18 ,203.0,4.0,0.0
20383,Hacıqabul,160000,,6000.0,,0.0
20384,Neftçilər m.,290000,7/14 ,161.0,3.0,0.0
20385,Badamdar q.,310000,,405.0,6.0,0.0
20386,İnşaatçılar m.,90000,15/19 ,90.0,2.0,0.0
20387,Nərimanov r.,195000,5/20 ,140.0,3.0,0.0
20388,Həzi Aslanov m.,71000,14/14 ,70.0,2.0,0.0
20389,28 May m.,1200000,13/14 ,420.0,6.0,0.0
20390,Nəsimi r.,205000,4/17 ,125.4,3.0,0.0
20391,Dərnəgül m.,165000,1/5 ,125.0,3.0,0.0
20392,Mərdəkan q.,350000,,400.0,,0.0
20393,Bakıxanov q.,51000,2/7 ,69.0,2.0,0.0
20394,Mərdəkan q.,175000,,220.0,,0.0
20395,Nərimanov r.,252000,16/17 ,100.0,3.0,0.0
20396,Mərdəkan q.,190000,,150.0,,0.0
20397,Şah İsmayıl Xətai m.,240000,3/19 ,160.0,3.0,0.0
20398,Nəsimi r.,100000,15/17 ,67.0,1.0,0.0
20399,Gənclik m.,550000,,110.0,,0.0
20400,Abşeron r.,127000,,270.0,,0.0
20401,Nəsimi r.,260000,8/16 ,148.3,4.0,0.0
20402,Nərimanov r.,128000,5/10 ,70.0,2.0,0.0
20403,Badamdar q.,75000,15/18 ,60.0,2.0,0.0
20404,Nəsimi r.,87000,9/9 ,70.0,2.0,0.0
20405,Qara Qarayev m.,200000,16/16 ,130.0,3.0,0.0
20406,Həzi Aslanov m.,155000,17/17 ,145.0,4.0,0.0
20407,Qara Qarayev m.,120000,15/18 ,63.0,2.0,0.0
20408,Sabunçu r.,115000,4/17 ,110.0,3.0,0.0
20409,Elmlər Akademiyası m.,238000,6/9 ,110.0,4.0,0.0
20410,Həzi Aslanov m.,120000,4/5 ,80.0,3.0,0.0
20411,Yeni Yasamal q.,127000,4/10 ,87.0,2.0,0.0
20412,Həzi Aslanov m.,160000,4/20 ,95.0,3.0,0.0
20413,Neftçilər m.,115000,14/17 ,66.0,3.0,0.0
20414,Əmircan q.,53000,4/5 ,42.0,2.0,0.0
20415,Həzi Aslanov m.,160818,16/19 ,153.2,4.0,0.0
20416,Şağan q.,120000,,2000.0,,0.0
20417,Mərdəkan q.,145000,,150.0,,0.0
20418,Hövsan q.,30000,,50.0,2.0,0.0
20419,Müşviqabad q.,145000,,200.0,6.0,0.0
20420,Elmlər Akademiyası m.,1600000,,90.0,,0.0
20421,Elmlər Akademiyası m.,680000,9/10 ,363.0,7.0,0.0
20422,Elmlər Akademiyası m.,165000,14/21 ,90.0,2.0,0.0
20423,Memar Əcəmi m.,72000,4/5 ,42.0,2.0,0.0
20424,Nəsimi r.,155000,2/6 ,95.0,3.0,0.0
20425,Memar Əcəmi m.,98000,5/18 ,54.0,2.0,0.0
20426,20 Yanvar m.,65000,4/16 ,28.0,1.0,0.0
20427,Şah İsmayıl Xətai m.,85000,1/9 ,41.0,1.0,0.0
20428,Əhmədli m.,99000,7/17 ,70.0,2.0,0.0
20429,Şah İsmayıl Xətai m.,249000,4/20 ,112.0,3.0,0.0
